date,kp_0h,kp_3h,kp_6h,kp_9h,kp_12h,kp_15h,kp_18h,kp_21h
07/12/2003,2,2,3,3,3,4,4,3
08/12/2003,2,5,5,6,6,5,4,4
09/12/2003,3,4,5,5,5,5,4,4
10/12/2003,5,4,5,6,5,5,5,4
11/12/2003,5,5,6,5,4,5,3,4
12/12/2003,4,4,4,3,4,3,4,5
13/12/2003,5,4,4,4,5,5,4,3
14/12/2003,4,3,3,4,4,5,4,4
15/12/2003,4,4,4,5,4,4,3,3
16/12/2003,3,3,3,3,3,3,3,2
17/12/2003,2,3,3,3,3,3,3,1
18/12/2003,1,3,2,3,3,3,2,1
19/12/2003,2,1,1,2,3,3,2,2
20/12/2003,1,2,2,4,3,4,4,4
21/12/2003,4,3,4,4,3,4,4,3
22/12/2003,3,3,3,4,3,3,3,2
23/12/2003,2,2,1,3,3,3,3,2
24/12/2003,1,2,2,2,3,3,3,2
25/12/2003,2,1,1,2,2,3,2,2
26/12/2003,2,2,2,3,3,3,2,3
27/12/2003,3,3,2,3,3,3,3,4
28/12/2003,3,3,2,3,3,3,3,2
29/12/2003,1,1,2,3,2,2,2,1
30/12/2003,2,1,3,2,2,3,3,2
31/12/2003,3,2,2,3,4,5,4,3
01/01/2004,3,4,5,5,5,4,3,3
02/01/2004,3,2,2,2,3,4,3,3
03/01/2004,2,3,5,5,4,4,4,3
04/01/2004,3,3,4,4,4,4,4,3
05/01/2004,4,3,3,3,4,4,4,4
06/01/2004,3,3,4,3,3,3,3,5
07/01/2004,3,4,5,5,5,5,4,3
08/01/2004,2,1,1,3,3,3,2,3
09/01/2004,2,3,5,4,3,4,3,3
10/01/2004,3,5,5,4,3,3,4,2
11/01/2004,2,2,3,4,4,4,4,2
12/01/2004,2,2,1,2,3,3,3,3
13/01/2004,3,3,3,2,4,4,4,3
14/01/2004,3,3,2,3,3,3,2,2
15/01/2004,2,3,2,2,4,4,4,3
16/01/2004,4,4,3,5,4,4,5,4
17/01/2004,3,2,3,4,3,3,3,3
18/01/2004,2,4,4,3,3,3,4,4
19/01/2004,3,2,3,4,4,4,3,3
20/01/2004,3,3,3,2,4,4,3,3
21/01/2004,2,2,4,3,4,3,3,2
22/01/2004,5,5,6,7,7,4,5,4
23/01/2004,4,5,4,5,5,5,5,3
24/01/2004,4,2,2,4,3,3,3,3
25/01/2004,5,5,5,4,4,4,3,3
26/01/2004,3,1,4,3,4,4,4,3
27/01/2004,3,4,2,3,3,3,3,3
28/01/2004,5,4,4,3,3,3,3,2
29/01/2004,1,2,2,4,4,3,2,2
30/01/2004,2,3,3,5,4,3,3,3
31/01/2004,2,1,3,5,3,1,2,1
01/02/2004,2,3,2,2,3,3,3,3
02/02/2004,2,1,5,4,4,4,3,3
03/02/2004,4,3,4,3,3,3,3,2
04/02/2004,3,2,3,3,4,3,3,3
05/02/2004,3,3,3,4,3,3,3,2
06/02/2004,2,5,4,4,3,4,4,2
07/02/2004,2,2,3,3,3,3,2,0
08/02/2004,1,1,1,2,3,3,2,3
09/02/2004,2,1,1,2,3,3,3,2
10/02/2004,2,2,2,3,3,3,2,1
11/02/2004,2,1,1,4,5,6,5,2
12/02/2004,3,4,5,5,4,4,4,3
13/02/2004,4,4,4,4,4,3,3,3
14/02/2004,3,3,3,4,4,4,4,3
15/02/2004,4,4,3,5,3,3,3,2
16/02/2004,3,1,1,3,3,2,2,1
17/02/2004,2,2,1,2,2,1,1,2
18/02/2004,2,2,1,2,2,3,3,2
19/02/2004,2,1,1,1,2,3,2,1
20/02/2004,1,1,1,1,2,1,2,1
21/02/2004,2,1,1,2,3,3,2,2
22/02/2004,2,1,1,2,3,3,2,2
23/02/2004,2,1,2,2,3,3,3,2
24/02/2004,3,3,3,3,3,3,2,2
25/02/2004,2,1,2,3,3,3,2,2
26/02/2004,1,1,1,2,2,3,2,1
27/02/2004,2,3,1,3,2,3,4,3
28/02/2004,2,3,5,4,3,4,3,3
29/02/2004,2,3,3,5,5,4,3,3
01/03/2004,3,2,4,3,4,4,3,4
02/03/2004,4,3,4,3,4,3,3,3
03/03/2004,3,2,2,5,4,3,4,2
04/03/2004,2,2,1,3,2,3,2,2
05/03/2004,2,1,2,2,0,2,3,2
06/03/2004,2,2,1,2,2,2,2,1
07/03/2004,1,1,2,2,2,3,1,2
08/03/2004,1,1,2,2,2,3,2,1
09/03/2004,1,2,3,3,4,4,4,5
10/03/2004,5,6,6,4,5,3,3,4
11/03/2004,4,4,4,3,4,4,5,3
12/03/2004,5,5,4,3,3,4,2,3
13/03/2004,3,1,4,3,4,4,2,2
14/03/2004,3,3,4,4,4,3,3,2
15/03/2004,4,3,2,3,3,3,3,2
16/03/2004,3,2,1,3,2,3,2,2
17/03/2004,1,2,1,2,2,3,2,1
18/03/2004,3,3,3,3,3,2,2,2
19/03/2004,2,3,0,2,2,2,2,2
20/03/2004,3,3,1,2,2,3,2,2
21/03/2004,3,3,3,4,3,2,3,2
22/03/2004,3,3,3,2,2,3,3,3
23/03/2004,3,3,2,2,2,2,3,1
24/03/2004,1,1,1,2,2,2,1,0
25/03/2004,1,1,1,2,2,3,2,2
26/03/2004,1,0,2,1,3,3,3,3
27/03/2004,3,1,2,3,3,4,3,4
28/03/2004,3,5,3,3,3,3,2,2
29/03/2004,2,3,3,3,3,3,3,2
30/03/2004,1,2,4,4,4,3,2,1
31/03/2004,1,2,3,1,3,2,3,2
01/04/2004,0,0,1,1,2,1,2,1
02/04/2004,1,0,0,1,1,2,1,1
03/04/2004,2,3,4,3,4,4,5,5
04/04/2004,5,3,2,1,2,2,1,3
05/04/2004,1,1,0,1,3,4,5,4
06/04/2004,4,4,4,4,4,2,3,2
07/04/2004,3,3,3,2,2,2,2,3
08/04/2004,2,4,4,4,3,3,2,2
09/04/2004,3,5,4,3,2,2,2,2
10/04/2004,3,3,3,2,2,2,3,3
11/04/2004,3,2,3,2,2,2,2,2
12/04/2004,3,2,4,3,2,2,3,1
13/04/2004,2,2,2,2,2,2,2,2
14/04/2004,2,1,1,0,3,2,2,1
15/04/2004,1,1,1,1,2,2,2,3
16/04/2004,2,3,4,3,2,3,3,2
17/04/2004,2,3,2,1,2,3,3,2
18/04/2004,1,2,4,2,3,3,3,2
19/04/2004,2,2,2,2,2,2,2,1
20/04/2004,1,1,1,2,2,2,1,2
21/04/2004,1,3,1,2,2,2,2,1
22/04/2004,0,0,2,1,2,2,1,1
23/04/2004,2,3,4,4,5,4,2,3
24/04/2004,1,2,3,4,3,3,1,2
25/04/2004,1,3,4,3,3,3,2,2
26/04/2004,2,1,3,1,2,2,2,2
27/04/2004,1,1,1,1,2,2,2,2
28/04/2004,1,0,2,1,2,3,4,2
29/04/2004,1,2,1,1,2,2,1,2
30/04/2004,2,3,3,1,2,3,3,4
01/05/2004,3,3,3,3,3,3,3,3
02/05/2004,3,1,0,2,2,2,2,2
03/05/2004,2,1,2,2,2,2,2,2
04/05/2004,2,3,3,2,3,2,2,3
05/05/2004,2,3,3,3,3,3,3,3
06/05/2004,2,2,3,2,2,2,3,2
07/05/2004,3,4,4,2,3,4,3,2
08/05/2004,3,3,2,2,3,3,3,2
09/05/2004,2,3,2,1,2,3,2,1
10/05/2004,1,2,2,1,2,2,3,3
11/05/2004,3,3,1,1,2,2,3,4
12/05/2004,3,4,2,2,2,2,3,2
13/05/2004,2,3,4,3,3,3,3,3
14/05/2004,2,3,1,1,3,2,2,2
15/05/2004,4,2,2,2,2,2,2,2
16/05/2004,2,2,1,1,2,1,1,2
17/05/2004,2,1,0,1,2,3,2,2
18/05/2004,1,1,1,2,2,1,1,1
19/05/2004,1,2,1,1,3,2,2,2
20/05/2004,2,2,3,5,2,2,3,3
21/05/2004,3,3,3,2,3,3,2,2
22/05/2004,2,3,4,3,3,2,2,2
23/05/2004,3,3,2,3,3,2,3,3
24/05/2004,3,2,4,3,3,2,2,2
25/05/2004,2,1,3,3,3,2,2,2
26/05/2004,1,1,2,1,3,3,2,2
27/05/2004,1,1,3,2,2,2,2,1
28/05/2004,2,0,1,2,3,3,3,3
29/05/2004,3,3,3,4,3,3,2,3
30/05/2004,3,2,1,4,3,3,3,4
31/05/2004,4,2,3,3,3,3,3,2
01/06/2004,3,3,4,3,3,3,3,3
02/06/2004,3,2,2,3,3,2,3,3
03/06/2004,3,3,3,1,2,2,2,2
04/06/2004,3,3,2,3,3,3,2,3
05/06/2004,3,3,1,3,3,3,3,3
06/06/2004,3,3,3,3,3,2,3,2
07/06/2004,3,1,2,2,3,2,2,3
08/06/2004,3,2,1,3,2,3,2,1
09/06/2004,3,3,3,4,3,3,3,3
10/06/2004,3,3,2,2,3,3,3,3
11/06/2004,3,2,3,3,2,3,2,2
12/06/2004,1,2,3,1,3,2,2,2
13/06/2004,1,0,1,1,2,2,2,2
14/06/2004,2,1,3,3,4,3,3,2
15/06/2004,2,1,5,3,4,3,3,3
16/06/2004,2,2,3,2,2,2,1,1
17/06/2004,1,3,2,2,2,2,3,2
18/06/2004,1,2,2,3,2,3,2,2
19/06/2004,2,2,2,2,2,2,2,1
20/06/2004,1,1,1,1,2,2,1,1
21/06/2004,1,2,1,2,2,1,1,1
22/06/2004,1,0,0,1,2,2,2,1
23/06/2004,1,0,1,1,2,3,2,2
24/06/2004,2,1,3,1,2,2,2,1
25/06/2004,0,0,0,1,2,2,3,1
26/06/2004,1,1,0,1,3,3,3,3
27/06/2004,2,1,1,2,2,2,2,2
28/06/2004,3,3,1,2,2,2,4,4
29/06/2004,4,4,4,3,3,3,4,3
30/06/2004,3,2,3,3,3,2,3,2
01/07/2004,3,3,3,3,3,3,3,2
02/07/2004,2,3,2,2,3,2,2,3
03/07/2004,2,1,2,3,3,3,3,1
04/07/2004,2,2,2,2,1,2,2,2
05/07/2004,2,2,0,1,2,2,3,3
06/07/2004,2,3,2,2,2,3,2,1
07/07/2004,1,2,1,1,2,2,1,1
08/07/2004,2,1,0,1,2,2,2,2
09/07/2004,1,2,2,0,2,3,2,1
10/07/2004,1,2,3,2,2,3,3,2
11/07/2004,3,2,1,3,3,2,3,4
12/07/2004,4,3,2,2,3,3,3,4
13/07/2004,4,3,4,2,2,3,3,3
14/07/2004,2,3,3,2,2,2,3,2
15/07/2004,2,1,1,1,2,3,3,4
16/07/2004,2,0,2,2,3,3,3,4
17/07/2004,6,4,5,3,3,3,3,2
18/07/2004,1,3,3,2,2,3,2,2
19/07/2004,1,3,2,3,2,3,3,3
20/07/2004,1,2,3,2,2,3,3,3
21/07/2004,2,1,2,1,1,3,2,2
22/07/2004,2,0,0,3,3,3,5,6
23/07/2004,5,6,6,6,5,5,3,2
24/07/2004,3,4,5,3,5,4,4,5
25/07/2004,6,7,7,8,6,7,6,7
26/07/2004,6,4,3,3,3,2,3,6
27/07/2004,8,7,8,8,9,7,5,5
28/07/2004,3,3,3,3,3,3,2,3
29/07/2004,2,3,3,2,2,3,2,2
30/07/2004,2,1,1,2,3,2,2,3
31/07/2004,2,2,2,2,3,3,3,3
01/08/2004,3,2,1,1,2,3,2,2
02/08/2004,2,1,3,3,2,2,2,3
03/08/2004,2,2,1,1,2,2,1,2
04/08/2004,1,0,0,1,2,2,2,1
05/08/2004,1,1,0,2,2,2,3,3
06/08/2004,3,1,1,1,2,2,3,3
07/08/2004,3,3,5,4,4,3,2,3
08/08/2004,2,2,1,0,2,2,2,2
09/08/2004,2,2,4,3,2,3,3,4
10/08/2004,4,1,2,2,3,4,3,3
11/08/2004,2,2,3,4,3,3,3,3
12/08/2004,3,2,2,2,3,3,2,3
13/08/2004,2,2,2,1,3,2,3,3
14/08/2004,3,1,2,3,3,3,2,2
15/08/2004,2,1,1,2,3,3,2,2
16/08/2004,2,1,1,2,3,3,2,3
17/08/2004,3,1,1,2,3,3,4,3
18/08/2004,3,2,4,3,3,3,3,3
19/08/2004,3,1,0,2,2,3,2,2
20/08/2004,3,3,3,4,3,3,3,3
21/08/2004,3,4,4,3,3,3,3,3
22/08/2004,3,3,4,4,3,3,2,2
23/08/2004,2,2,2,2,2,3,2,2
24/08/2004,2,1,1,1,2,2,2,2
25/08/2004,1,2,1,2,3,2,2,2
26/08/2004,2,1,1,1,2,3,3,3
27/08/2004,3,1,1,2,2,3,2,3
28/08/2004,2,3,4,3,3,3,3,2
29/08/2004,2,2,0,2,2,3,3,3
30/08/2004,3,2,5,5,5,4,4,5
31/08/2004,6,4,5,4,3,3,4,3
01/09/2004,3,1,2,2,2,3,3,3
02/09/2004,2,2,3,3,2,2,2,3
03/09/2004,2,1,1,0,1,2,1,1
04/09/2004,1,1,0,1,2,1,2,1
05/09/2004,1,1,2,2,2,3,3,2
06/09/2004,2,2,4,4,3,3,2,3
07/09/2004,3,4,4,4,3,3,2,2
08/09/2004,2,3,4,2,3,2,2,2
09/09/2004,1,1,0,1,2,1,2,2
10/09/2004,2,1,1,2,2,2,2,2
11/09/2004,2,0,0,1,3,2,3,2
12/09/2004,1,1,0,0,2,2,2,2
13/09/2004,2,1,0,1,2,2,3,4
14/09/2004,4,4,4,5,4,3,4,4
15/09/2004,4,3,2,3,3,3,3,2
16/09/2004,3,3,4,4,4,3,3,3
17/09/2004,5,4,4,3,3,3,3,4
18/09/2004,5,5,1,3,3,2,1,2
19/09/2004,1,1,1,1,2,2,2,3
20/09/2004,3,1,4,3,3,2,2,2
21/09/2004,2,3,3,2,2,2,2,2
22/09/2004,1,1,3,3,5,4,4,3
23/09/2004,4,4,2,2,2,2,2,2
24/09/2004,3,2,1,2,2,2,2,2
25/09/2004,0,1,0,2,2,3,2,2
26/09/2004,1,1,2,1,1,2,2,2
27/09/2004,1,1,0,1,2,2,3,1
28/09/2004,2,2,3,2,1,1,2,3
29/09/2004,2,1,0,1,2,2,2,2
30/09/2004,2,1,0,0,1,2,2,2
01/10/2004,1,1,1,0,1,2,2,2
02/10/2004,2,3,3,3,4,3,2,2
03/10/2004,1,2,3,4,4,3,3,3
04/10/2004,3,3,2,2,2,2,3,3
05/10/2004,2,2,2,0,1,2,2,2
06/10/2004,1,2,2,2,2,2,2,2
07/10/2004,1,2,1,1,2,2,2,2
08/10/2004,1,3,2,1,2,2,1,3
09/10/2004,3,1,0,1,1,2,2,2
10/10/2004,3,3,0,3,2,2,2,2
11/10/2004,3,3,2,1,3,3,2,3
12/10/2004,3,3,3,3,2,2,2,3
13/10/2004,4,5,5,4,5,4,3,3
14/10/2004,3,4,4,5,5,3,3,2
15/10/2004,2,3,1,3,2,2,2,2
16/10/2004,3,1,1,1,1,1,1,1
17/10/2004,0,1,1,1,1,0,1,1
18/10/2004,0,0,0,1,1,2,2,2
19/10/2004,0,1,0,1,2,2,1,1
20/10/2004,1,3,3,1,4,4,1,2
21/10/2004,2,3,3,1,2,2,2,1
22/10/2004,2,2,1,1,2,2,2,1
23/10/2004,0,0,1,1,1,2,1,1
24/10/2004,2,0,0,1,2,3,4,2
25/10/2004,2,3,3,4,3,2,2,1
26/10/2004,1,0,0,0,1,1,1,0
27/10/2004,0,0,0,1,1,2,1,2
28/10/2004,1,1,0,0,1,1,1,1
29/10/2004,0,0,1,3,3,2,3,1
30/10/2004,4,3,3,4,3,3,2,3
31/10/2004,3,2,1,2,3,2,2,3
01/11/2004,2,1,1,1,2,2,1,1
02/11/2004,1,0,0,2,1,2,2,1
03/11/2004,0,0,0,3,2,3,3,4
04/11/2004,1,2,2,1,1,3,2,2
05/11/2004,3,1,0,0,1,1,1,0
06/11/2004,0,0,0,0,1,1,1,1
07/11/2004,1,2,1,3,3,5,6,7
08/11/2004,9,9,9,8,6,3,4,5
09/11/2004,6,6,5,7,6,7,8,7
10/11/2004,8,8,9,9,7,6,5,4
11/11/2004,4,5,4,4,2,3,2,4
12/11/2004,5,5,4,5,4,3,3,4
13/11/2004,2,2,4,2,2,2,1,1
14/11/2004,4,2,2,2,2,2,2,1
15/11/2004,0,0,1,0,1,1,1,0
16/11/2004,0,1,3,3,2,2,2,2
17/11/2004,1,1,3,2,1,1,1,1
18/11/2004,0,0,0,1,1,1,1,1
19/11/2004,0,2,0,0,1,2,2,2
20/11/2004,3,4,3,4,4,3,3,3
21/11/2004,2,1,3,5,4,3,2,2
22/11/2004,1,4,4,3,1,2,2,1
23/11/2004,2,1,1,1,1,2,1,2
24/11/2004,2,1,1,3,2,2,1,2
25/11/2004,4,5,3,4,4,3,2,2
26/11/2004,3,3,4,3,2,2,2,3
27/11/2004,1,2,3,2,3,3,3,2
28/11/2004,3,3,5,2,2,3,2,2
29/11/2004,3,3,3,3,3,3,3,4
30/11/2004,3,4,3,2,3,3,3,3
01/12/2004,1,3,5,2,1,2,1,2
02/12/2004,1,1,2,0,1,2,1,1
03/12/2004,0,1,1,0,1,1,1,1
04/12/2004,0,0,0,0,0,1,0,0
05/12/2004,0,1,4,2,1,2,2,1
06/12/2004,1,3,4,4,4,4,4,3
07/12/2004,2,5,2,3,3,3,3,2
08/12/2004,3,2,3,2,2,2,3,2
09/12/2004,2,1,1,4,2,2,2,1
10/12/2004,1,2,2,3,3,2,3,3
11/12/2004,1,1,3,2,4,3,4,4
12/12/2004,5,4,5,5,4,5,3,3
13/12/2004,4,3,3,1,1,2,1,1
14/12/2004,0,1,2,3,2,1,2,2
15/12/2004,1,1,2,1,1,2,2,2
16/12/2004,1,3,2,1,2,2,4,3
17/12/2004,3,4,4,3,2,3,2,3
18/12/2004,4,4,2,2,3,2,1,1
19/12/2004,1,0,1,1,1,2,1,1
20/12/2004,2,0,1,1,1,1,1,1
21/12/2004,2,1,3,5,2,3,2,2
22/12/2004,3,4,4,5,3,3,2,2
23/12/2004,1,2,1,1,1,2,2,2
24/12/2004,0,0,0,1,1,2,1,1
25/12/2004,3,4,4,2,1,1,2,2
26/12/2004,3,3,2,2,2,3,2,2
27/12/2004,1,1,3,1,1,1,3,2
28/12/2004,3,2,2,3,2,3,4,4
29/12/2004,4,4,3,4,4,2,2,2
30/12/2004,2,3,4,3,3,4,2,3
31/12/2004,3,1,3,2,3,2,1,1
01/01/2005,1,4,3,2,3,3,4,3
02/01/2005,4,4,5,4,3,5,3,5
03/01/2005,4,4,3,3,5,4,3,2
04/01/2005,4,4,3,4,4,4,3,3
05/01/2005,5,4,5,4,3,3,1,2
06/01/2005,2,0,0,0,0,1,3,1
07/01/2005,1,0,0,1,6,6,4,7
08/01/2005,6,6,3,4,3,3,2,2
09/01/2005,1,1,0,3,1,1,1,1
10/01/2005,1,1,1,1,2,2,2,2
11/01/2005,1,4,4,2,2,3,2,3
12/01/2005,4,5,3,5,5,3,3,3
13/01/2005,2,4,2,2,3,3,3,3
14/01/2005,2,2,2,1,1,1,4,4
15/01/2005,3,6,4,3,3,3,3,2
16/01/2005,2,2,2,2,3,3,2,3
17/01/2005,5,4,3,7,7,7,5,3
18/01/2005,6,5,7,5,6,6,4,5
19/01/2005,6,6,6,7,6,4,3,4
20/01/2005,2,1,1,2,4,4,3,3
21/01/2005,3,1,3,2,2,8,8,6
22/01/2005,5,6,3,3,3,3,4,3
23/01/2005,4,4,3,3,3,4,3,2
24/01/2005,2,1,1,2,2,2,2,1
25/01/2005,1,0,1,1,1,1,2,1
26/01/2005,1,1,0,1,1,1,1,1
27/01/2005,0,0,0,0,1,2,1,1
28/01/2005,2,2,1,0,1,1,3,2
29/01/2005,3,2,3,4,3,3,4,4
30/01/2005,3,4,3,4,3,2,2,2
31/01/2005,3,2,3,4,5,4,3,1
01/02/2005,3,0,1,2,1,2,2,2
02/02/2005,1,1,3,2,2,2,3,1
03/02/2005,1,4,3,1,1,2,1,1
04/02/2005,0,0,0,1,2,1,1,1
05/02/2005,1,1,1,0,1,0,1,1
06/02/2005,2,2,4,1,1,1,2,3
07/02/2005,3,3,2,3,5,4,5,5
08/02/2005,4,6,4,3,4,4,4,4
09/02/2005,3,4,5,4,4,3,3,3
10/02/2005,4,4,3,3,4,2,3,2
11/02/2005,2,3,3,3,2,1,3,2
12/02/2005,2,2,1,1,1,1,2,0
13/02/2005,1,1,1,1,0,1,2,1
14/02/2005,0,2,1,1,1,1,2,2
15/02/2005,1,1,2,0,1,1,2,2
16/02/2005,2,1,2,4,4,3,3,3
17/02/2005,1,2,0,1,2,2,2,3
18/02/2005,5,4,4,3,4,4,3,2
19/02/2005,1,2,3,4,4,3,3,2
20/02/2005,4,3,3,0,2,3,2,2
21/02/2005,3,3,1,2,1,2,1,2
22/02/2005,1,1,0,0,1,2,2,1
23/02/2005,1,1,2,1,1,2,1,1
24/02/2005,0,0,1,1,3,1,2,2
25/02/2005,1,1,2,2,2,3,3,2
26/02/2005,2,2,2,3,3,3,2,2
27/02/2005,0,2,3,1,3,2,2,1
28/02/2005,1,3,3,3,3,3,1,4
01/03/2005,2,1,3,3,2,2,2,4
02/03/2005,3,3,3,3,3,3,1,1
03/03/2005,1,1,0,1,1,2,2,1
04/03/2005,1,0,0,0,1,1,1,0
05/03/2005,1,3,2,2,2,2,3,3
06/03/2005,5,3,5,4,3,5,4,5
07/03/2005,5,5,6,4,4,4,5,4
08/03/2005,4,5,5,3,3,3,3,4
09/03/2005,3,4,4,3,3,3,4,4
10/03/2005,3,3,3,3,3,3,2,1
11/03/2005,2,2,2,1,2,1,1,1
12/03/2005,1,1,1,0,1,1,2,1
13/03/2005,1,0,0,1,2,2,2,3
14/03/2005,4,4,3,4,5,3,2,2
15/03/2005,2,1,1,1,1,1,1,1
16/03/2005,0,0,1,1,3,2,2,2
17/03/2005,3,3,2,4,2,3,2,2
18/03/2005,1,1,2,3,1,3,3,3
19/03/2005,5,4,2,2,2,1,1,1
20/03/2005,1,2,1,2,2,1,1,1
21/03/2005,1,1,1,3,4,2,1,1
22/03/2005,0,0,1,0,1,1,1,2
23/03/2005,1,0,0,0,1,1,2,2
24/03/2005,0,1,1,1,3,2,2,2
25/03/2005,1,4,5,3,3,3,2,3
26/03/2005,2,4,4,4,3,2,2,2
27/03/2005,2,1,4,3,3,3,3,2
28/03/2005,1,2,1,0,1,1,2,2
29/03/2005,0,1,1,0,1,2,2,3
30/03/2005,2,3,4,2,1,2,1,1
31/03/2005,1,3,3,2,1,2,3,2
01/04/2005,1,3,4,2,2,2,1,1
02/04/2005,1,0,1,1,1,2,1,1
03/04/2005,1,2,1,1,1,2,2,2
04/04/2005,1,2,2,2,2,4,4,5
05/04/2005,7,7,5,3,3,3,3,4
06/04/2005,3,2,2,3,2,3,3,3
07/04/2005,2,2,3,2,2,2,1,1
08/04/2005,2,0,1,1,1,1,2,1
09/04/2005,2,1,0,1,1,2,2,1
10/04/2005,1,0,0,1,2,2,1,1
11/04/2005,1,1,0,1,2,3,4,3
12/04/2005,6,5,3,4,4,3,4,4
13/04/2005,2,4,4,4,5,5,4,4
14/04/2005,4,5,3,3,3,2,3,2
15/04/2005,3,4,2,2,3,3,2,3
16/04/2005,3,2,1,1,2,2,2,2
17/04/2005,1,2,2,1,1,1,1,1
18/04/2005,1,3,2,1,2,2,2,2
19/04/2005,2,2,4,1,2,2,2,2
20/04/2005,2,5,4,4,4,3,2,2
21/04/2005,2,0,1,1,1,2,1,1
22/04/2005,2,2,1,1,3,2,3,2
23/04/2005,1,1,2,2,2,2,2,2
24/04/2005,3,4,2,2,2,2,2,2
25/04/2005,3,4,3,2,2,1,1,2
26/04/2005,1,0,1,1,2,2,2,1
27/04/2005,1,0,0,1,2,2,2,1
28/04/2005,0,0,1,1,2,1,2,1
29/04/2005,1,1,3,2,2,2,4,4
30/04/2005,5,4,3,3,4,3,3,3
01/05/2005,5,6,4,3,3,3,3,2
02/05/2005,2,2,2,1,2,2,2,2
03/05/2005,3,2,2,3,3,3,2,1
04/05/2005,3,3,1,1,1,2,2,1
05/05/2005,1,1,1,3,1,2,2,1
06/05/2005,1,0,0,1,2,2,2,2
07/05/2005,2,1,0,1,2,2,3,4
08/05/2005,6,6,4,5,7,6,4,4
09/05/2005,3,3,1,1,1,2,3,4
10/05/2005,3,3,3,2,2,2,2,2
11/05/2005,1,0,2,3,2,3,3,4
12/05/2005,3,4,3,4,2,3,3,3
13/05/2005,5,5,5,3,3,4,3,2
14/05/2005,2,1,3,2,2,2,2,2
15/05/2005,5,5,9,8,4,4,4,5
16/05/2005,4,6,5,3,4,5,2,2
17/05/2005,4,4,4,3,3,3,2,3
18/05/2005,3,3,4,3,4,3,2,2
19/05/2005,2,3,3,2,2,2,3,3
20/05/2005,3,6,6,4,4,3,2,3
21/05/2005,3,4,4,4,3,3,3,3
22/05/2005,4,2,3,4,3,2,3,2
23/05/2005,2,1,1,1,3,3,2,1
24/05/2005,1,1,1,1,1,1,2,2
25/05/2005,2,1,2,1,1,2,2,1
26/05/2005,1,1,0,1,1,1,1,1
27/05/2005,1,1,1,1,1,2,1,1
28/05/2005,1,3,2,2,2,4,4,4
29/05/2005,3,4,3,3,2,3,3,6
30/05/2005,4,3,6,7,6,7,5,4
31/05/2005,4,4,3,3,3,3,3,3
01/06/2005,3,3,1,2,1,2,2,1
02/06/2005,2,2,2,2,1,2,2,3
03/06/2005,2,3,3,2,2,2,2,2
04/06/2005,2,1,3,2,3,4,5,4
05/06/2005,4,3,5,3,2,3,3,3
06/06/2005,3,3,3,1,1,2,3,4
07/06/2005,4,5,4,2,3,2,3,3
08/06/2005,2,2,1,2,1,2,1,1
09/06/2005,1,1,0,2,2,2,2,1
10/06/2005,2,1,1,1,1,1,1,2
11/06/2005,2,1,1,1,1,2,2,3
12/06/2005,2,2,4,4,4,5,5,6
13/06/2005,5,6,4,4,4,3,3,2
14/06/2005,2,2,2,2,2,2,4,3
15/06/2005,3,5,5,3,4,3,3,2
16/06/2005,1,2,2,6,5,4,4,3
17/06/2005,4,4,3,2,2,3,3,2
18/06/2005,1,2,3,1,2,2,2,1
19/06/2005,2,1,2,2,2,2,2,2
20/06/2005,1,1,1,2,1,2,1,1
21/06/2005,1,0,0,0,1,1,2,1
22/06/2005,2,2,1,2,1,1,2,3
23/06/2005,4,4,7,5,5,4,4,3
24/06/2005,4,5,3,3,3,1,1,2
25/06/2005,3,3,1,2,2,3,2,3
26/06/2005,3,3,2,2,2,2,2,1
27/06/2005,1,0,0,1,2,2,2,1
28/06/2005,1,1,1,1,2,2,2,2
29/06/2005,2,1,1,2,2,2,2,2
30/06/2005,1,1,1,2,2,3,2,3
01/07/2005,2,2,2,1,3,4,4,4
02/07/2005,4,3,2,2,2,2,3,3
03/07/2005,4,3,2,3,3,2,2,2
04/07/2005,1,3,2,1,2,2,2,2
05/07/2005,1,1,1,2,2,1,1,1
06/07/2005,1,1,1,1,2,2,2,2
07/07/2005,2,1,2,1,2,2,2,3
08/07/2005,2,2,1,1,1,2,2,2
09/07/2005,3,3,3,3,4,4,3,4
10/07/2005,4,4,5,5,6,5,5,5
11/07/2005,4,3,5,3,4,3,4,3
12/07/2005,5,6,5,6,6,5,3,2
13/07/2005,3,4,5,5,5,4,3,4
14/07/2005,2,4,3,3,2,2,1,1
15/07/2005,1,2,2,1,1,2,2,2
16/07/2005,2,2,2,1,1,3,3,3
17/07/2005,3,2,3,5,3,3,3,5
18/07/2005,5,6,6,3,3,2,2,3
19/07/2005,3,2,3,1,2,2,2,3
20/07/2005,4,3,3,3,4,3,3,4
21/07/2005,5,5,4,5,2,3,2,3
22/07/2005,3,3,2,2,3,3,3,3
23/07/2005,2,1,1,1,1,1,2,1
24/07/2005,1,1,1,1,3,2,2,1
25/07/2005,2,2,1,1,1,2,2,2
26/07/2005,1,1,2,1,2,2,2,2
27/07/2005,2,2,3,2,3,3,4,5
28/07/2005,3,5,4,4,5,3,3,4
29/07/2005,3,4,3,4,3,4,3,3
30/07/2005,4,4,4,3,1,1,2,2
31/07/2005,2,3,2,1,3,2,2,3
01/08/2005,4,1,3,4,3,3,3,3
02/08/2005,3,3,2,3,3,2,2,2
03/08/2005,2,3,2,1,2,3,3,3
